time_period,location,disease_cases,population,t2m_mean_c_month,tp_sum_mm_month,rh2m_mean_month
1998-01,LAO_ADM1_0001,0.0,99933.4669291377,25.190726009745216,0.0431893566101968,54.8485865081017
1998-02,LAO_ADM1_0001,0.0,99933.4669291377,26.72204750045903,0.5409027937125521,55.499146402667904
1998-03,LAO_ADM1_0001,0.0,99933.4669291377,28.44046444831812,0.0858833547837119,48.63336882977258
1998-04,LAO_ADM1_0001,0.0,99933.4669291377,28.329712552785036,1.701441378943659,60.15436042575429
1998-05,LAO_ADM1_0001,0.0,99933.4669291377,26.42896466689769,9.075656048274809,78.99423980556627
1998-06,LAO_ADM1_0001,0.0,99933.4669291377,25.23577130919699,8.508172946368576,88.28170681945615
1998-07,LAO_ADM1_0001,0.0,99933.4669291377,25.13400577615064,6.22998300031355,86.13953210874438
1998-08,LAO_ADM1_0001,1.0,99933.4669291377,24.684066980273627,9.28668887364637,87.73279947495595
1998-09,LAO_ADM1_0001,0.0,99933.4669291377,23.777086287512574,12.079030682129012,91.533947589151
1998-10,LAO_ADM1_0001,0.0,99933.4669291377,23.615604117054072,5.035295718739103,87.27123302487817
1998-11,LAO_ADM1_0001,0.0,99933.4669291377,23.14607683969341,4.592332973017227,81.8240502712722
1998-12,LAO_ADM1_0001,0.0,99933.4669291377,21.79041164485862,1.0977567195495228,76.76671933099077
1999-01,LAO_ADM1_0001,0.0,99933.4669291377,22.76776877322373,0.2756493875712349,66.99373103333375
1999-02,LAO_ADM1_0001,0.0,99933.4669291377,24.298499749341087,0.0341449795827244,54.273344424560605
1999-03,LAO_ADM1_0001,0.0,99933.4669291377,26.187289046585008,2.251373647362786,66.71704676819269
1999-04,LAO_ADM1_0001,0.0,99933.4669291377,25.439679189814917,5.8782464519220285,78.47948187557631
1999-05,LAO_ADM1_0001,0.0,99933.4669291377,23.989010895994436,8.370719847902162,89.69137016921768
1999-06,LAO_ADM1_0001,0.0,99933.4669291377,23.78540236484715,8.776755809803946,89.41535365546588
1999-07,LAO_ADM1_0001,0.0,99933.4669291377,23.59553652520302,16.16106422413786,91.14557869311444
1999-08,LAO_ADM1_0001,0.0,99933.4669291377,23.75479136646804,9.21967208463232,89.35077711083565
1999-09,LAO_ADM1_0001,0.0,99933.4669291377,23.38397101220764,10.807349823657484,90.62380510853396
1999-10,LAO_ADM1_0001,2.0,99933.4669291377,23.600703992448448,6.955104365845867,87.8407732773006
1999-11,LAO_ADM1_0001,0.0,99933.4669291377,23.14146149673726,5.029297794077342,81.36070949500566
1999-12,LAO_ADM1_0001,0.0,99933.4669291377,19.70508975253409,2.0372589168880366,75.42390838500009
2000-01,LAO_ADM1_0001,0.0,99933.4669291377,23.14217601343028,0.2133638208827262,65.70360011035419
2000-02,LAO_ADM1_0001,0.0,99933.4669291377,23.97497241488701,0.7705147480571811,58.98058984287228
2000-03,LAO_ADM1_0001,0.0,99933.4669291377,26.487578473102435,0.7439348448231263,57.6213345433184
2000-04,LAO_ADM1_0001,0.0,99933.4669291377,25.809858423890155,4.289877281700444,76.52984518365565
2000-05,LAO_ADM1_0001,0.0,99933.4669291377,24.89993485132194,8.6529257743475,85.17057827098112
2000-06,LAO_ADM1_0001,0.0,99933.4669291377,24.128308762675967,8.72973467848347,88.08735434664004
2000-07,LAO_ADM1_0001,0.0,99933.4669291377,23.3517436458231,14.739525776570115,91.10889645927324
2000-08,LAO_ADM1_0001,0.0,99933.4669291377,23.87892223578469,12.363607823685465,89.47513343413104
2000-09,LAO_ADM1_0001,0.0,99933.4669291377,23.403166141495124,8.483842233391034,89.79775103372248
2000-10,LAO_ADM1_0001,0.0,99933.4669291377,23.46482057077313,9.584684274606884,88.48518927730314
2000-11,LAO_ADM1_0001,0.0,99933.4669291377,22.63051902852643,2.219618642085859,77.37108860676621
2000-12,LAO_ADM1_0001,0.0,99933.4669291377,23.01421528955589,0.3038465326206379,70.07892640307158
2001-01,LAO_ADM1_0001,0.0,99933.4669291377,24.60341304007132,0.1245823228517783,58.90706540069404
2001-02,LAO_ADM1_0001,0.0,99933.4669291377,24.97712174556808,0.2718295055492364,52.71264358799857
2001-03,LAO_ADM1_0001,0.0,99933.4669291377,26.082187829790517,2.9712188794141485,62.62644515493348
2001-04,LAO_ADM1_0001,0.0,99933.4669291377,27.72904367142608,1.6376246506298888,66.44280646638717
2001-05,LAO_ADM1_0001,0.0,99933.4669291377,25.09317325503949,11.41530421291776,84.00407369489768
2001-06,LAO_ADM1_0001,0.0,99933.4669291377,24.0387827846012,13.5319399569882,89.8317320817072
2001-07,LAO_ADM1_0001,0.0,99933.4669291377,23.912682760435544,10.45715654930657,89.59808426405803
2001-08,LAO_ADM1_0001,0.0,99933.4669291377,23.59049156458516,14.247116630138684,91.95827334353793
2001-09,LAO_ADM1_0001,0.0,99933.4669291377,23.82548818583469,8.339918875542896,89.68479729168996
2001-10,LAO_ADM1_0001,0.0,99933.4669291377,24.23231812099042,5.26974990939499,85.05023917173347
2001-11,LAO_ADM1_0001,0.0,99933.4669291377,22.11383712764725,1.210463064838296,73.93980160524835
2001-12,LAO_ADM1_0001,0.0,99933.4669291377,22.320591931897184,0.8796086103800725,69.80103507853035
2002-01,LAO_ADM1_0001,0.0,99933.4669291377,22.78296906164801,0.0342508285523591,58.09723419108986
2002-02,LAO_ADM1_0001,0.0,99933.4669291377,24.747922775850544,0.0223661468164079,51.011393569532366
2002-03,LAO_ADM1_0001,0.0,99933.4669291377,26.790706024840585,1.7784948536136005,55.25152042465773
2002-04,LAO_ADM1_0001,0.0,99933.4669291377,27.26032392728103,1.855370517038445,63.72451183675168
2002-05,LAO_ADM1_0001,0.0,99933.4669291377,26.109460947890827,8.219040122331137,75.34177535549146
2002-06,LAO_ADM1_0001,0.0,99933.4669291377,24.460105725376614,12.519917000796797,89.07731186602669
2002-07,LAO_ADM1_0001,0.0,99933.4669291377,24.06109588560565,14.737610465101293,90.08435750034812
2002-08,LAO_ADM1_0001,0.0,99933.4669291377,23.415767791444623,16.32261764011754,92.02862643786273
2002-09,LAO_ADM1_0001,0.0,99933.4669291377,23.067734857394765,14.70072755774234,93.57628522956182
2002-10,LAO_ADM1_0001,0.0,99933.4669291377,24.18654152602424,3.3394961924315103,83.61133688886153
2002-11,LAO_ADM1_0001,0.0,99933.4669291377,24.23446138472728,1.3805031639102925,75.01931110244706
2002-12,LAO_ADM1_0001,2.0,99933.4669291377,24.493349722524584,0.4056142027190905,67.91126536668358
2003-01,LAO_ADM1_0001,0.0,99933.4669291377,22.58573831235365,0.0116370218350982,55.82439837012266
2003-02,LAO_ADM1_0001,0.0,99933.4669291377,25.52468698907326,0.3601003377678457,55.55872531818002
2003-03,LAO_ADM1_0001,0.0,99933.4669291377,26.52994464999006,1.5591569945993835,60.05940667915539
2003-04,LAO_ADM1_0001,0.0,99933.4669291377,27.565049798902077,2.1537549448950446,63.77852997556738
2003-05,LAO_ADM1_0001,2.0,99933.4669291377,25.674495402552743,10.827778667084328,80.83384622570551
2003-06,LAO_ADM1_0001,0.0,99933.4669291377,24.489100924319285,7.442694142422601,87.98935765257747
2003-07,LAO_ADM1_0001,0.0,99933.4669291377,24.330635879777187,9.47617283957488,87.8776375685828
2003-08,LAO_ADM1_0001,0.0,99933.4669291377,23.707384530849797,14.938272453106606,91.77137817617252
2003-09,LAO_ADM1_0001,0.0,99933.4669291377,23.30195127898577,12.04575129927654,92.368070815148
2003-10,LAO_ADM1_0001,2.0,99933.4669291377,23.76174679249139,4.400962834243916,82.50226954415376
2003-11,LAO_ADM1_0001,0.0,99933.4669291377,23.908666455401743,0.4538682745271562,68.46225582950866
2003-12,LAO_ADM1_0001,0.0,99933.4669291377,22.04793292903145,0.1010256011995294,61.98866344344661
2004-01,LAO_ADM1_0001,0.0,99933.4669291377,23.437048691886563,0.3126902795636612,58.83161854791052
2004-02,LAO_ADM1_0001,0.0,99933.4669291377,24.326390786959703,0.1444282108614125,52.8854622797998
2004-03,LAO_ADM1_0001,0.0,99933.4669291377,26.42300961723397,1.6579876006054002,57.744591557334935
2004-04,LAO_ADM1_0001,0.0,99933.4669291377,26.49616116852704,3.1232679079811585,72.34456420162019
2004-05,LAO_ADM1_0001,0.0,99933.4669291377,25.983687155748854,8.427292188223644,79.51661977398764
2004-06,LAO_ADM1_0001,0.0,99933.4669291377,24.30068030890945,13.32368769682628,87.39381454323437
2004-07,LAO_ADM1_0001,0.0,99933.4669291377,23.83120043164366,10.422994542121048,89.86648532660257
2004-08,LAO_ADM1_0001,4.0,99933.4669291377,23.426840595806187,14.03172161352575,92.39139825005788
2004-09,LAO_ADM1_0001,0.0,99933.4669291377,23.760428461787065,7.804076775411785,87.0357647184406
2004-10,LAO_ADM1_0001,0.0,99933.4669291377,23.94903815872368,1.31493567558763,71.2811750938993
2004-11,LAO_ADM1_0001,0.0,99933.4669291377,24.637270276600518,0.2827336652165498,62.08933481039891
2004-12,LAO_ADM1_0001,0.0,99933.4669291377,22.52439514249313,0.0237188692013532,57.757646630742855
2005-01,LAO_ADM1_0001,0.0,99933.4669291377,22.969939051437315,0.0077456689434791,54.47293275743029
